account_id,opportunity_name,close_date,stage,amount,lead_source,description,probability,created_date,owner_name,account_name,duns_number
917,egestas metus aenean fermentum donec ut mauris eget massa tempor,11/4/2022,Closed Lost,Ruble,Partner,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",38.44,2022-02-04T04:03:31Z,Steffane Burnet,Skinder,11-904-7610
918,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem,1/4/2022,Closed Won,Marka,Referral,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",88.72,2022-04-18T01:32:55Z,Dalis Weigh,Jaloo,23-443-6366
919,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean,5/20/2022,Closed Lost,Real,Purchased List,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",34.1,2022-11-26T01:50:00Z,Edd Cremen,Linkbuzz,88-051-1994
920,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh,2/11/2022,Closed Lost,Krone,Purchased List,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",40.45,2022-07-16T10:48:46Z,Jenelle Evett,Yacero,66-183-9339
921,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,7/11/2022,Closed Lost,Boliviano,Referral,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",15.1,2022-01-08T18:35:13Z,Angel Chicchetto,Kamba,07-850-4003
922,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus,9/25/2022,Closed Lost,Euro,Partner,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",64.5,2022-08-28T13:44:01Z,Victoria Colam,Divavu,08-304-3434
923,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis,10/19/2022,Closed Lost,Koruna,Web,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",98.46,2022-03-25T05:06:29Z,Lemuel Carnalan,Divape,04-554-7462
924,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id,5/9/2022,Closed Won,Peso,Purchased List,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",16.3,2022-05-11T13:46:31Z,Nicolle Rylands,Leexo,66-839-5897
925,venenatis turpis enim blandit mi in porttitor pede justo eu,5/30/2022,Closed Lost,Real,Referral,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",31.26,2022-05-13T06:44:32Z,Tamara Ughi,Twimm,39-585-1199
926,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales,10/14/2022,Closed Lost,Yuan Renminbi,Referral,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",86.57,2022-03-28T07:09:22Z,Eden Allery,Brainlounge,32-856-5427
927,convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices,3/6/2022,Closed Lost,Yuan Renminbi,Referral,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1.02,2022-03-12T00:11:44Z,Lurlene Blaxter,Fanoodle,85-039-3479
928,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,8/9/2022,Closed Lost,Peso,Referral,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",40.77,2022-07-19T14:56:27Z,Ginger Mcettrick,Voomm,96-451-6508
929,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing,7/3/2022,Closed Lost,Yuan Renminbi,Referral,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,36.06,2022-04-28T05:26:25Z,Chantal Linster,Shufflester,98-222-0787
930,congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,3/5/2022,Closed Lost,Ringgit,Purchased List,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",79.97,2022-08-13T13:21:54Z,Marylinda McCoveney,Quinu,71-400-7968
931,maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum,6/23/2022,Closed Won,Yuan Renminbi,Web,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",8.13,2022-02-26T23:59:07Z,Burch Arlidge,Pixonyx,42-459-5332
932,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,8/8/2022,Closed Lost,Euro,Web,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",61.0,2022-03-19T03:25:26Z,Ame Childs,Livetube,79-286-6310
933,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at,1/16/2022,Closed Lost,Real,Referral,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",17.58,2022-03-03T14:05:46Z,Milena O'Grogane,Ntags,60-300-8177
934,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas,11/13/2022,Closed Lost,Shilling,Referral,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",68.76,2022-06-09T12:53:09Z,Ab Rylett,Muxo,29-807-5248
935,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst,10/2/2022,Closed Lost,Kuna,Partner,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",37.62,2022-03-13T18:40:26Z,Daren Sandlin,Quinu,43-606-2109
936,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at,8/10/2022,Closed Lost,Euro,Partner,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",33.98,2022-01-21T01:45:25Z,Romola Balsellie,Yoveo,88-496-2988
937,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio,6/20/2022,Closed Lost,Peso,Referral,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",79.7,2022-10-17T20:13:20Z,Blanca Menis,Kare,28-247-4841
938,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam,7/12/2022,Closed Lost,Rupiah,Partner,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",39.78,2022-06-24T16:58:00Z,Caesar Noon,Flipstorm,81-955-3713
939,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet,3/31/2022,Closed Lost,Euro,Referral,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",32.0,2022-02-01T17:33:37Z,Warden Pochon,Trilith,61-949-6379
940,congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam,2/23/2022,Closed Won,Zloty,Purchased List,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",25.13,2022-12-22T14:51:44Z,Pieter Buckston,Photolist,79-963-9048
941,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna,6/24/2022,Closed Won,Peso,Purchased List,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",40.73,2022-12-11T06:13:24Z,Munmro McAdam,Topicstorm,06-121-2160
942,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,8/25/2022,Closed Lost,Birr,Purchased List,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",90.98,2022-07-27T20:20:04Z,Nonna Ivashnyov,Realbuzz,30-793-5551
943,nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae,1/15/2022,Closed Lost,Euro,Purchased List,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",64.81,2022-05-18T16:50:18Z,Marylinda MacElroy,Oyope,71-620-6500
944,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem,6/25/2022,Closed Lost,Rupiah,Partner,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",12.2,2022-04-02T10:28:06Z,Rennie Mockett,Centizu,95-152-1952
945,quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce,10/8/2022,Closed Won,Franc,Referral,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,17.09,2022-12-03T13:57:30Z,Pavia Mingaud,Oloo,37-640-3374
946,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas,1/24/2022,Closed Won,Yuan Renminbi,Web,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",3.63,2022-07-23T06:29:32Z,Tine Bowers,Thoughtbeat,39-142-8925
947,semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis,2/26/2022,Closed Won,Peso,Web,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",24.8,2022-03-20T06:26:46Z,Erna Gillard,Wordware,71-334-2965
948,libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus,9/12/2022,Closed Lost,Ruble,Purchased List,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",44.57,2022-10-16T01:55:11Z,Robena Syer,Topiczoom,28-526-6291
949,nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit,11/1/2022,Closed Lost,Rupiah,Partner,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,64.13,2022-11-16T00:35:30Z,Ruby Calley,InnoZ,06-984-9024
950,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla,8/21/2022,Closed Won,Real,Purchased List,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,88.19,2022-02-11T07:58:58Z,Elfrida Lomb,Buzzbean,44-407-4023
